Id,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
3577,25, yes, no,0,211.7,51,35.99,225.2,74,19.14,197.4,95,8.88,12,3,3.24,0, False
3578,133, no, yes,49,229.4,78,39,219.5,106,18.66,172.3,115,7.75,12,4,3.24,3, False
3579,90, no, no,0,68.8,124,11.7,168.1,106,14.29,281.7,96,12.68,9.8,5,2.65,1, False
3580,94, no, no,0,200.2,113,34.03,128.9,116,10.96,278.9,109,12.55,10.4,5,2.81,0, False
3581,68, no, no,0,134.6,73,22.88,206.8,117,17.58,138.4,104,6.23,9.4,2,2.54,2, False
3582,171, no, no,0,232.4,101,39.51,182,80,15.47,271.8,133,12.23,9.5,3,2.57,0, False
3583,122, no, no,0,126,89,21.42,147,95,12.5,280.2,97,12.61,5.6,4,1.51,0, False
3584,94, no, no,0,175.9,121,29.9,222.1,94,18.88,191.8,123,8.63,10.9,5,2.94,1, False
3585,25, yes, no,0,161.7,99,27.49,216.1,89,18.37,176.7,115,7.95,12.4,6,3.35,1, False
3586,120, no, no,0,112.6,80,19.14,124.4,86,10.57,234.9,88,10.57,8.1,3,2.19,6, True
3587,107, no, yes,26,234,116,39.78,223.9,103,19.03,246.5,105,11.09,13.8,1,3.73,1, False
3588,78, no, no,0,226.3,88,38.47,306.2,81,26.03,200.9,120,9.04,7.8,11,2.11,1, True
3589,93, no, no,0,174.1,127,29.6,176.8,73,15.03,240,111,10.8,10.7,3,2.89,0, False
3590,80, no, no,0,195.6,111,33.25,221.5,122,18.83,182,89,8.19,10.8,1,2.92,1, False
3591,127, no, no,0,200.8,104,34.14,181.4,73,15.42,89.7,49,4.04,9.7,5,2.62,0, False
3592,82, yes, yes,41,116.9,74,19.87,228.2,115,19.4,251.4,89,11.31,9.9,8,2.67,1, False
3593,44, no, no,0,225.6,118,38.35,135.4,122,11.51,190.1,96,8.55,12.1,5,3.27,1, False
3594,69, no, yes,38,272.9,122,46.39,188.4,97,16.01,132.4,87,5.96,10.5,3,2.84,2, False
3595,89, no, no,0,215.9,106,36.7,211.1,89,17.94,252.9,106,11.38,8.8,4,2.38,0, False
3596,69, yes, no,0,199.7,121,33.95,189.4,92,16.1,264,120,11.88,11.1,4,3,6, True
3597,64, no, yes,31,281.9,121,47.92,240.6,104,20.45,212.2,120,9.55,7,5,1.89,3, False
3598,167, yes, no,0,181.2,122,30.8,262.5,77,22.31,214,88,9.63,8.4,4,2.27,0, False
3599,139, no, no,0,63.3,116,10.76,177.3,113,15.07,171.6,82,7.72,14.2,4,3.83,1, False
3600,41, no, no,0,208,83,35.36,199.4,110,16.95,173.5,91,7.81,14.9,3,4.02,1, False
3601,104, no, no,0,189.3,73,32.18,156.2,120,13.28,232.2,76,10.45,7.5,8,2.03,3, False
3602,166, no, no,0,156.8,100,26.66,171.5,93,14.58,149.1,97,6.71,11.2,10,3.02,1, True
3603,68, no, no,0,172.3,135,29.29,190.2,93,16.17,297.6,84,13.39,10.4,2,2.81,1, False
3604,78, no, no,0,140,84,23.8,216.8,73,18.43,224.5,102,10.1,9,6,2.43,2, False
3605,60, no, no,0,221,94,37.57,308.2,72,26.2,233.2,94,10.49,10.1,5,2.73,1, True
3606,184, no, no,0,167.2,133,28.42,162.1,123,13.78,156.9,81,7.06,9.5,4,2.57,1, False
3607,171, yes, no,0,191.6,83,32.57,181.1,103,15.39,195.3,73,8.79,8.6,3,2.32,3, False
3608,68, no, no,0,172.5,115,29.33,221.9,126,18.86,170.9,98,7.69,6.8,8,1.84,4, False
3609,88, no, no,0,294.3,83,50.03,172.1,104,14.63,177.3,105,7.98,5.8,7,1.57,2, True
3610,130, no, no,0,289.1,79,49.15,150.1,106,12.76,163.4,98,7.35,13.5,4,3.65,1, False
3611,156, no, no,0,162.6,113,27.64,260.2,90,22.12,214.7,93,9.66,10.9,2,2.94,0, False
3612,92, no, yes,27,233.6,126,39.71,152.9,94,13,262.1,95,11.79,12.8,4,3.46,1, False
3613,151, no, yes,31,240.7,102,40.92,106.5,96,9.05,195.7,128,8.81,10.6,2,2.86,2, False
3614,78, no, no,0,290.5,119,49.39,158.4,75,13.46,255.6,101,11.5,8.6,6,2.32,2, True
3615,102, no, no,0,183.2,112,31.14,187.5,113,15.94,232.3,77,10.45,9.2,5,2.48,1, True
3616,131, no, no,0,155.6,78,26.45,165.2,134,14.04,184.1,89,8.28,8.7,2,2.35,2, False
3617,127, yes, no,0,220.7,100,37.52,170.2,89,14.47,278.4,73,12.53,15,4,4.05,3, True
3618,100, no, no,0,303,93,51.51,175.6,89,14.93,135.2,102,6.08,10.4,5,2.81,1, True
3619,94, no, no,0,114.4,115,19.45,183.9,79,15.63,205.2,78,9.23,5.9,2,1.59,3, False
3620,81, no, yes,36,164.8,106,28.02,210.2,138,17.87,173.6,78,7.81,4.3,2,1.16,2, False
3621,160, no, no,0,237.1,126,40.31,238.4,127,20.26,181.3,100,8.16,10.7,8,2.89,2, False
3622,100, no, no,0,220.3,106,37.45,126.1,124,10.72,242,67,10.89,10.2,1,2.75,3, False
3623,78, no, yes,26,189,98,32.13,191.7,67,16.29,217,68,9.76,11.3,3,3.05,0, False
3624,139, yes, no,0,172.6,92,29.34,281.7,123,23.94,253.4,117,11.4,10.5,3,2.84,3, False
3625,88, no, no,0,168.8,141,28.7,211.5,129,17.98,86.9,92,3.91,10.5,7,2.84,3, False
3626,152, no, yes,39,243.1,137,41.33,236.7,103,20.12,191.2,118,8.6,9.9,3,2.67,1, False
3627,144, no, no,0,97.9,119,16.64,171.3,88,14.56,169.9,83,7.65,7.4,4,2,0, False
3628,45, yes, yes,40,179,114,30.43,272.6,99,23.17,67.1,80,3.02,10.8,3,2.92,3, False
3629,127, yes, no,0,324.3,107,55.13,141.6,90,12.04,207.6,90,9.34,12.8,7,3.46,1, True
3630,102, no, no,0,69.7,85,11.85,226.5,107,19.25,128.5,104,5.78,11.1,2,3,2, False
3631,49, yes, yes,32,176.9,118,30.07,227,121,19.3,204.4,115,9.2,15.1,3,4.08,3, True
3632,36, no, no,0,140.4,117,23.87,204.5,121,17.38,251.3,79,11.31,8.7,4,2.35,2, False
3633,13, no, no,0,167.4,117,28.46,223.5,102,19,215.8,108,9.71,9,3,2.43,1, False
3634,151, no, yes,27,166.4,112,28.29,234.3,116,19.92,161.1,95,7.25,5.5,2,1.49,0, False
3635,111, no, no,0,171.5,108,29.16,204.4,106,17.37,238.8,90,10.75,10.7,4,2.89,3, False
3636,135, yes, no,0,177.2,151,30.12,209.3,83,17.79,236.3,114,10.63,11.1,5,3,2, False
3637,114, no, yes,34,114.5,64,19.47,229.3,84,19.49,288.8,68,13,10.4,16,2.81,0, False
3638,122, no, yes,34,205.1,123,34.87,203.3,123,17.28,126.7,106,5.7,10.7,1,2.89,2, False
3639,89, no, no,0,208.4,112,35.43,189.5,116,16.11,264.4,101,11.9,16.8,1,4.54,0, True
3640,96, no, no,0,125.8,102,21.39,244.4,111,20.77,167.7,90,7.55,9,2,2.43,2, False
3641,106, no, no,0,186.2,97,31.65,257.7,89,21.9,164.3,106,7.39,11,4,2.97,2, False
3642,122, no, no,0,128.9,136,21.91,244.4,133,20.77,148.7,133,6.69,10.7,5,2.89,0, False
3643,87, no, yes,16,257.4,91,43.76,232,101,19.72,143.2,73,6.44,14.7,2,3.97,1, False
3644,145, no, no,0,189.3,113,32.18,203.7,92,17.31,218.3,103,9.82,14.2,3,3.83,5, False
3645,136, no, yes,24,50.1,134,8.52,295.8,89,25.14,111.8,115,5.03,11,6,2.97,0, False
3646,111, no, no,0,165.5,72,28.14,228.9,73,19.46,169.7,103,7.64,9.7,6,2.62,2, False
3647,167, yes, no,0,143.7,108,24.43,75.6,111,6.43,217.9,99,9.81,9.9,4,2.67,0, False
3648,88, no, no,0,166.4,97,28.29,186.7,118,15.87,251.6,89,11.32,14.5,4,3.92,0, False
3649,131, no, no,0,264.2,118,44.91,180,89,15.3,223.9,104,10.08,10.7,1,2.89,2, False
3650,90, no, no,0,192.1,80,32.66,269.3,125,22.89,259.6,97,11.68,11.7,4,3.16,2, False
3651,95, no, no,0,145.4,98,24.72,334.1,109,28.4,209.8,72,9.44,8.8,2,2.38,1, False
3652,42, no, yes,16,240.8,80,40.94,212.6,121,18.07,271.7,138,12.23,9.4,4,2.54,1, False
3653,69, no, no,0,170.7,98,29.02,111.6,109,9.49,171.5,107,7.72,4.8,7,1.3,3, False
3654,99, no, no,0,221,118,37.57,138.8,104,11.8,198.6,96,8.94,12.1,4,3.27,0, False
3655,72, no, no,0,180,109,30.6,292.7,96,24.88,194.9,114,8.77,10.8,4,2.92,0, False
3656,88, no, yes,14,298.8,92,50.8,207.3,86,17.62,257.9,65,11.61,11.9,4,3.21,5, False
3657,113, no, no,0,317.1,97,53.91,224.8,70,19.11,215.1,90,9.68,13.6,2,3.67,1, True
3658,142, yes, yes,23,102.2,103,17.37,229.7,110,19.52,176.3,100,7.93,9,4,2.43,1, False
3659,3, no, no,0,182.9,87,31.09,172.1,103,14.63,233.1,89,10.49,12.1,3,3.27,4, False
3660,23, no, no,0,155.6,122,26.45,223.8,82,19.02,50.9,130,2.29,10.6,3,2.86,4, True
3661,75, no, no,0,184.8,126,31.42,198.6,103,16.88,103,90,4.64,8.3,3,2.24,1, False
3662,151, no, no,0,175.7,91,29.87,152.3,127,12.95,140,88,6.3,10.7,10,2.89,1, False
3663,91, no, no,0,251.5,57,42.76,179.1,113,15.22,163.2,72,7.34,6.6,3,1.78,1, False
3664,78, no, no,0,131.6,102,22.37,290.4,134,24.68,190.5,95,8.57,0,0,0,3, False
3665,98, no, no,0,92.3,128,15.69,250.1,89,21.26,211.9,110,9.54,10.8,16,2.92,3, False
3666,166, no, yes,41,196.7,109,33.44,124.3,107,10.57,198.3,94,8.92,11,5,2.97,5, True
3667,78, no, no,0,131.4,98,22.34,189.9,95,16.14,147.4,83,6.63,11.2,2,3.02,2, False
3668,69, no, no,0,215.9,122,36.7,270.3,114,22.98,301.8,129,13.58,6.1,5,1.65,4, True
3669,122, no, no,0,158.2,95,26.89,178.5,113,15.17,154.3,76,6.94,8.5,5,2.3,2, False
3670,138, no, no,0,216,106,36.72,207.6,110,17.65,180,102,8.1,11.2,4,3.02,0, False
3671,19, no, yes,34,206.4,111,35.09,229.7,118,19.52,156.7,81,7.05,11.8,10,3.19,3, False
3672,141, no, no,0,138.2,94,23.49,176.4,84,14.99,182.9,110,8.23,11.1,6,3,3, False
3673,79, no, yes,27,192.3,125,32.69,147.3,108,12.52,215,97,9.67,7.8,4,2.11,1, False
3674,171, no, no,0,262.1,78,44.56,171.6,113,14.59,208.7,100,9.39,5.3,3,1.43,0, False
3675,51, no, no,0,41.2,106,7,210.6,82,17.9,220.1,115,9.9,12.4,3,3.35,0, False
3676,114, no, no,0,326.1,119,55.44,161,105,13.69,220.1,129,9.9,11,3,2.97,1, True
3677,98, no, no,0,167,60,28.39,125.1,65,10.63,262.5,100,11.81,8.9,2,2.4,1, False
3678,94, no, no,0,210.2,95,35.73,191.2,87,16.25,150.8,111,6.79,9.4,3,2.54,2, False
3679,100, no, yes,39,204.9,74,34.83,210.2,80,17.87,168.8,89,7.6,11.2,4,3.02,2, False
3680,125, no, no,0,184.1,105,31.3,126.7,123,10.77,241.5,94,10.87,4.7,6,1.27,1, False
3681,81, no, no,0,263.8,84,44.85,162.8,107,13.84,149.7,94,6.74,8.7,6,2.35,2, False
3682,154, no, no,0,283.6,115,48.21,181.3,103,15.41,306.1,60,13.77,8.8,5,2.38,0, True
3683,91, no, no,0,167.5,77,28.48,175.2,113,14.89,233.5,85,10.51,16.1,5,4.35,2, False
3684,94, no, no,0,142.3,50,24.19,231.5,142,19.68,205.6,79,9.25,5.5,3,1.49,1, False
3685,57, no, no,0,167.1,103,28.41,188.4,112,16.01,111.4,74,5.01,9.1,2,2.46,1, False
3686,140, no, no,0,148.3,86,25.21,184.2,151,15.66,179.1,83,8.06,10.9,4,2.94,0, False
3687,64, no, no,0,297.8,88,50.63,196,89,16.66,213.7,107,9.62,12,2,3.24,1, True
3688,52, yes, no,0,144.5,60,24.57,296.5,129,25.2,194.3,117,8.74,12.4,3,3.35,1, False
3689,117, no, no,0,233.4,71,39.68,296.4,76,25.19,276.9,103,12.46,10.3,1,2.78,0, True
3690,119, no, no,0,130.5,98,22.19,249.5,91,21.21,219.9,117,9.9,12.7,1,3.43,3, False
3691,85, no, no,0,133.3,107,22.66,185,101,15.73,289,99,13.01,9.1,4,2.46,3, False
3692,92, no, no,0,183.7,103,31.23,270.6,97,23,132.9,104,5.98,11.2,2,3.02,0, False
3693,116, no, no,0,271,114,46.07,209.9,71,17.84,193.5,109,8.71,13.7,2,3.7,5, True
3694,163, no, no,0,122.5,70,20.83,221.4,92,18.82,187.5,88,8.44,10.4,6,2.81,0, False
3695,88, no, no,0,143.3,97,24.36,170.7,81,14.51,195.3,89,8.79,11.4,5,3.08,2, False
3696,83, no, no,0,182.5,85,31.03,181.5,114,15.43,199.1,110,8.96,14.7,6,3.97,1, False
3697,117, no, no,0,110.4,122,18.77,242.9,103,20.65,170.4,75,7.67,13.9,5,3.75,1, False
3698,90, no, no,0,140.8,109,23.94,303,114,25.76,267.4,112,12.03,14.1,1,3.81,0, False
3699,137, no, no,0,137.5,102,23.38,176,98,14.96,210.6,88,9.48,10.4,6,2.81,0, False
3700,112, no, no,0,115.9,81,19.7,199.7,100,16.97,249.3,111,11.22,10,4,2.7,1, False
3701,52, no, no,0,288.2,108,48.99,129.6,136,11.02,229.6,73,10.33,9.6,5,2.59,4, False
3702,173, no, yes,20,60.2,100,10.23,118.1,76,10.04,230.1,131,10.35,13.3,4,3.59,1, False
3703,3, no, no,0,125.5,100,21.34,266.2,78,22.63,270.4,119,12.17,5.9,6,1.59,3, True
3704,120, no, yes,27,179.6,142,30.53,262.8,103,22.34,239.9,81,10.8,11.1,2,3,1, False
3705,132, no, no,0,99,126,16.83,189.4,76,16.1,156.3,108,7.03,8.4,3,2.27,1, False
3706,101, no, no,0,155.4,71,26.42,84,122,7.14,229.1,97,10.31,5.8,1,1.57,1, False
3707,58, no, no,0,177.4,107,30.16,204.7,104,17.4,141.9,123,6.39,15,9,4.05,3, False
3708,74, no, no,0,233.6,72,39.71,168,103,14.28,276.3,71,12.43,6.3,2,1.7,2, False
3709,113, no, no,0,210.2,109,35.73,199.4,81,16.95,173.3,94,7.8,9.9,4,2.67,3, False
3710,132, no, no,0,126.8,83,21.56,243.2,97,20.67,223.4,106,10.05,7.1,5,1.92,3, False
3711,24, no, yes,41,187.1,80,31.81,286.1,77,24.32,188,107,8.46,10.4,2,2.81,1, False
3712,127, no, no,0,155.8,91,26.49,103.7,85,8.81,117.2,125,5.27,8.6,3,2.32,2, False
3713,85, no, no,0,232.1,130,39.46,150.7,75,12.81,253.9,77,11.43,13,3,3.51,0, False
3714,59, no, no,0,128.7,85,21.88,169.8,121,14.43,207.3,98,9.33,10.5,4,2.84,3, False
3715,15, yes, no,0,224.3,85,38.13,166.3,79,14.14,187,117,8.41,11.7,3,3.16,1, False
3716,113, no, yes,30,208.9,87,35.51,145.2,89,12.34,198.2,77,8.92,14.9,5,4.02,2, False
3717,43, no, no,0,184.8,114,31.42,130.6,131,11.1,175,69,7.88,8,9,2.16,0, False
3718,185, no, yes,24,121.6,100,20.67,108.3,77,9.21,206.3,98,9.28,12.3,2,3.32,5, True
3719,127, no, no,0,145,106,24.65,230.3,99,19.58,164.9,103,7.42,12.7,3,3.43,1, False
3720,69, no, no,0,243.3,101,41.36,109.2,99,9.28,176.9,138,7.96,9.3,3,2.51,0, False
3721,102, no, no,0,214.8,60,36.52,173.8,70,14.77,166.7,90,7.5,10.9,2,2.94,1, False
3722,126, no, no,0,184.5,56,31.37,197.7,91,16.8,242.3,74,10.9,11.2,3,3.02,2, False
3723,137, no, no,0,84.3,98,14.33,259.5,115,22.06,197.5,115,8.89,10.3,2,2.78,2, False
3724,80, no, no,0,142.9,70,24.29,221.6,83,18.84,121.4,111,5.46,15.2,4,4.1,1, False
3725,86, no, no,0,120.6,82,20.5,238.3,96,20.26,219.8,125,9.89,11.4,5,3.08,0, False
3726,120, no, yes,40,222.2,80,37.77,223.1,84,18.96,164,65,7.38,12.1,3,3.27,1, False
3727,85, no, yes,21,219.3,132,37.28,218.2,105,18.55,267.6,95,12.04,15.7,2,4.24,2, False
3728,103, no, no,0,230.2,100,39.13,174.1,100,14.8,194.1,112,8.73,9,11,2.43,2, False
3729,53, no, yes,22,76.1,115,12.94,171.2,119,14.55,246.3,126,11.08,6,2,1.62,0, False
3730,115, yes, no,0,147.7,105,25.11,184.1,68,15.65,153.5,102,6.91,12.7,5,3.43,0, False
3731,116, yes, no,0,139.4,102,23.7,261.8,97,22.25,167.4,101,7.53,10.5,4,2.84,1, False
3732,93, no, yes,23,196,91,33.32,156.3,107,13.29,200.5,68,9.02,15.3,2,4.13,1, False
3733,106, no, no,0,160.8,73,27.34,170.4,112,14.48,249.2,131,11.21,7.2,3,1.94,1, False
3734,92, no, no,0,325.4,73,55.32,127.8,100,10.86,209.9,98,9.45,9.3,10,2.51,1, True
3735,110, no, no,0,198.2,92,33.69,147.1,97,12.5,199.6,76,8.98,16.5,4,4.46,4, False
3736,122, yes, no,0,168.8,86,28.7,237.6,98,20.2,204.3,94,9.19,5.3,9,1.43,1, False
3737,82, no, no,0,273.8,99,46.55,123.8,110,10.52,147.7,61,6.65,6.9,4,1.86,2, False
3738,71, no, no,0,217.7,114,37.01,182,105,15.47,113.5,87,5.11,8.5,10,2.3,4, False
3739,91, no, no,0,93.5,110,15.9,213.3,79,18.13,171.7,83,7.73,8.9,4,2.4,4, True
3740,109, no, no,0,195.4,104,33.22,204.9,91,17.42,230.2,95,10.36,14,4,3.78,0, False
3741,126, no, yes,42,247.8,96,42.13,159.1,98,13.52,201.8,73,9.08,10.6,3,2.86,2, False
3742,98, no, no,0,162.5,81,27.63,159.2,114,13.53,157.2,97,7.07,9.7,1,2.62,2, False
3743,98, no, no,0,86.1,78,14.64,222.7,130,18.93,155,124,6.98,9,7,2.43,0, False
3744,78, no, no,0,89.1,124,15.15,226.6,121,19.26,249.2,88,11.21,6.9,5,1.86,0, False
3745,44, no, no,0,189.7,122,32.25,178.9,72,15.21,244.7,93,11.01,9.8,5,2.65,0, False
3746,60, no, no,0,190.8,100,32.44,196,85,16.66,151.7,110,6.83,9.9,9,2.67,0, False
3747,113, no, no,0,198.6,115,33.76,258,106,21.93,245.8,104,11.06,10.2,6,2.75,1, True
3748,101, no, no,0,176.5,105,30.01,198.6,136,16.88,210.2,150,9.46,7.7,5,2.08,0, False
3749,147, no, no,0,188.3,80,32.01,214.7,123,18.25,218,89,9.81,10.2,4,2.75,2, False
3750,21, no, no,0,197.6,105,33.59,206.4,88,17.54,169.6,143,7.63,9.6,2,2.59,3, False
3751,141, no, no,0,208.5,129,35.45,190.3,86,16.18,144.7,93,6.51,12,9,3.24,1, False
3752,87, no, no,0,261,83,44.37,144.2,95,12.26,284.4,119,12.8,16.3,1,4.4,4, False
3753,69, no, no,0,209.6,94,35.63,193.1,106,16.41,239.9,90,10.8,12.4,4,3.35,0, False
3754,169, no, no,0,157.8,96,26.83,160,120,13.6,198.8,112,8.95,13.7,6,3.7,3, False
3755,102, no, no,0,245.4,82,41.72,260.3,124,22.13,195.1,82,8.78,10.5,3,2.84,3, True
3756,174, no, no,0,72.2,80,12.27,173.4,81,14.74,130.1,121,5.85,11,5,2.97,2, False
3757,53, no, no,0,100.2,85,17.03,213.8,90,18.17,299.8,67,13.49,7.7,4,2.08,3, False
3758,44, no, yes,25,152.9,106,25.99,205.5,147,17.47,247.3,107,11.13,8,5,2.16,1, False
3759,89, no, yes,15,274,83,46.58,192.2,97,16.34,125.9,141,5.67,11.9,2,3.21,0, False
3760,116, no, no,0,215.6,127,36.65,105.5,110,8.97,291.7,80,13.13,11.2,7,3.02,3, False
3761,143, no, no,0,178.2,109,30.29,254.6,93,21.64,241.3,139,10.86,8.5,7,2.3,0, False
3762,78, yes, yes,20,252.8,102,42.98,217.6,105,18.5,107.3,93,4.83,11.2,3,3.02,0, False
3763,93, no, no,0,216.2,100,36.75,182.8,136,15.54,237.9,66,10.71,7.8,3,2.11,2, False
3764,106, no, no,0,165.1,120,28.07,290.2,79,24.67,250.3,140,11.26,8.1,2,2.19,0, False
3765,116, no, no,0,133.8,88,22.75,177.1,103,15.05,185.2,106,8.33,12.4,4,3.35,2, False
3766,42, no, no,0,217.2,122,36.92,303.2,58,25.77,147.3,114,6.63,14,4,3.78,2, False
3767,173, no, no,0,82.1,75,13.96,201.2,95,17.1,206.7,146,9.3,9.6,2,2.59,1, False
3768,80, no, no,0,157.1,77,26.71,302,69,25.67,317.9,159,14.31,15.6,4,4.21,0, False
3769,70, no, yes,23,205.5,95,34.94,224.3,80,19.07,196.1,76,8.82,9.7,4,2.62,1, False
3770,162, yes, no,0,147.6,126,25.09,284.1,84,24.15,170.2,87,7.66,8.1,7,2.19,0, True
3771,112, no, no,0,172.1,73,29.26,228,136,19.38,269.4,96,12.12,14.1,3,3.81,2, False
3772,186, no, no,0,206.8,104,35.16,286,115,24.31,153.9,112,6.93,12.4,6,3.35,0, False
3773,99, no, no,0,193.3,51,32.86,240.1,117,20.41,145.7,92,6.56,12.2,4,3.29,1, False
3774,56, no, no,0,225.9,52,38.4,242,69,20.57,144.5,68,6.5,11.7,3,3.16,0, False
3775,135, no, yes,38,202.6,92,34.44,169.6,93,14.42,185.8,108,8.36,11.9,6,3.21,4, False
3776,83, no, no,0,48.4,105,8.23,139.7,86,11.87,154.1,80,6.93,11.5,4,3.11,2, False
3777,48, no, no,0,168.6,93,28.66,246,61,20.91,269.9,102,12.15,11.4,7,3.08,1, False
3778,112, no, yes,31,142.9,92,24.29,233.8,107,19.87,329.2,142,14.81,10.4,6,2.81,0, False
3779,112, no, no,0,85.2,102,14.48,153.2,118,13.02,142.6,107,6.42,8.2,4,2.21,1, False
3780,141, no, no,0,77.8,123,13.23,144.4,119,12.27,75.3,65,3.39,5.7,7,1.54,1, False
3781,73, no, yes,19,179.4,108,30.5,93.6,90,7.96,234.6,99,10.56,14.9,4,4.02,2, False
3782,81, no, no,0,139.8,98,23.77,247.2,103,21.01,241,113,10.85,11.7,3,3.16,3, False
3783,165, no, yes,17,177.9,68,30.24,153.9,112,13.08,251.2,121,11.3,10.6,7,2.86,1, False
3784,70, no, no,0,101.9,98,17.32,193.3,113,16.43,167.5,126,7.54,15,6,4.05,1, False
3785,79, no, no,0,157.5,90,26.78,223.8,83,19.02,241.1,98,10.85,12.2,4,3.29,1, False
3786,126, no, no,0,167.1,138,28.41,154.4,93,13.12,244.5,148,11,13.7,10,3.7,3, False
3787,77, no, no,0,124.1,92,21.1,214.9,131,18.27,241.3,132,10.86,13.7,3,3.7,0, False
3788,72, no, yes,31,221.4,124,37.64,313.4,96,26.64,175.9,94,7.92,11.8,1,3.19,3, False
3789,142, no, no,0,245.1,66,41.67,144.6,109,12.29,227.3,112,10.23,3.1,4,0.84,1, False
3790,169, no, no,0,135.7,111,23.07,223,124,18.96,167.5,101,7.54,9.5,4,2.57,1, False
3791,110, no, yes,37,227.9,80,38.74,101.9,141,8.66,188.1,110,8.46,5.1,6,1.38,0, False
3792,88, no, no,0,177.8,112,30.23,226.5,80,19.25,221.8,71,9.98,7.9,4,2.13,1, False
3793,80, no, yes,33,189.4,109,32.2,148.7,68,12.64,208.9,119,9.4,11.2,4,3.02,1, True
3794,43, no, yes,39,188.3,108,32.01,167.6,116,14.25,189.9,92,8.55,15.6,5,4.21,1, False
3795,144, no, yes,26,177.1,94,30.11,206,85,17.51,254.8,95,11.47,6.6,2,1.78,2, False
3796,142, no, no,0,128.5,95,21.85,192.6,91,16.37,79,95,3.56,9.2,6,2.48,2, False
3797,158, no, yes,22,192.9,86,32.79,219.7,104,18.67,169.3,92,7.62,10.9,3,2.94,2, False
3798,78, no, yes,28,130.5,109,22.19,173.3,99,14.73,192.2,106,8.65,10.4,3,2.81,3, False
3799,131, no, no,0,201.1,141,34.19,216.5,93,18.4,217.4,132,9.78,11.5,4,3.11,1, False
3800,61, no, yes,38,139.8,108,23.77,58.3,120,4.96,203.4,160,9.15,9.7,1,2.62,3, False
3801,73, no, yes,6,237.6,105,40.39,244.9,98,20.82,188.3,107,8.47,6.8,11,1.84,4, False
3802,100, no, yes,26,197.7,80,33.61,232.6,83,19.77,196.7,120,8.85,12,5,3.24,1, False
3803,100, no, no,0,222.1,115,37.76,245,130,20.83,129.3,119,5.82,8.1,2,2.19,2, False
3804,109, no, yes,39,270,58,45.9,235.5,108,20.02,194.3,57,8.74,7.8,6,2.11,1, True
3805,103, no, yes,29,211.6,111,35.97,237.9,84,20.22,209.4,93,9.42,14,7,3.78,2, False
3806,139, no, no,0,148.7,90,25.28,204.3,106,17.37,144.1,105,6.48,9.8,4,2.65,2, False
3807,63, no, no,0,81.7,105,13.89,203,66,17.26,181.2,109,8.15,12.9,3,3.48,2, False
3808,115, no, no,0,143.6,135,24.41,278,119,23.63,46.7,84,2.1,12.7,3,3.43,0, False
3809,77, no, no,0,205.3,69,34.9,171,84,14.54,242.4,96,10.91,10.1,2,2.73,3, False
3810,14, no, no,0,184.5,77,31.37,272.5,103,23.16,190.3,129,8.56,9.7,3,2.62,4, False
3811,81, no, no,0,140.8,97,23.94,211.5,109,17.98,216.9,53,9.76,12.2,4,3.29,0, False
3812,113, no, no,0,140.8,107,23.94,252.6,87,21.47,215.4,136,9.69,9.1,4,2.46,3, False
3813,93, yes, yes,36,169.7,109,28.85,318.6,88,27.08,246.5,95,11.09,9.8,3,2.65,0, False
3814,77, no, no,0,168.1,83,28.58,202,91,17.17,173.2,91,7.79,10,3,2.7,3, False
3815,125, no, yes,25,190.1,133,32.32,181.1,61,15.39,104,110,4.68,12.5,3,3.38,2, False
3816,88, no, no,0,192.6,96,32.74,184,92,15.64,173.6,113,7.81,8.8,6,2.38,2, False
3817,89, no, no,0,234.8,95,39.92,109.7,87,9.32,180.3,99,8.11,10.4,2,2.81,0, False
3818,40, no, no,0,146.4,105,24.89,196.4,143,16.69,235.6,123,10.6,9.4,3,2.54,3, False
3819,124, no, no,0,247.2,84,42.02,161.9,130,13.76,170.3,73,7.66,6.1,6,1.65,1, False
3820,117, no, no,0,234.8,118,39.92,211.7,112,17.99,147,97,6.61,7.5,3,2.03,2, False
3821,83, no, no,0,185.9,115,31.6,232.5,98,19.76,205.2,124,9.23,10.2,2,2.75,2, False
3822,7, no, no,0,98.5,85,16.75,200.3,80,17.03,252.3,68,11.35,12,7,3.24,2, False
3823,104, no, no,0,304,141,51.68,264.1,127,22.45,138.1,104,6.21,7.2,4,1.94,0, True
3824,128, no, no,0,140.3,108,23.85,235.3,111,20,200.8,57,9.04,11.8,6,3.19,1, False
3825,76, no, no,0,201.5,127,34.26,155.2,91,13.19,249.6,103,11.23,8.6,1,2.32,2, False
3826,135, no, no,0,191.7,125,32.59,284.2,100,24.16,211.7,87,9.53,12.5,2,3.38,0, False
3827,59, no, yes,45,71.2,113,12.1,233.7,95,19.86,139.3,129,6.27,14,12,3.78,1, False
3828,111, no, yes,33,168.1,97,28.58,204,88,17.34,260.9,97,11.74,15.1,3,4.08,1, False
3829,110, no, no,0,178.4,110,30.33,179.1,116,15.22,228.1,99,10.26,6.5,4,1.76,1, False
3830,173, yes, yes,18,127.2,89,21.62,130.7,114,11.11,229.7,115,10.34,11.2,5,3.02,2, False
